,text
3348,log log know we have it lowercase in many places but in new code we tend to use the proper casing for constants
3349,see my comment above we shouldn check for the presence of the field or property getter
3350,filed property though you could omit the param tags altogether they don provide any further insight
3351,so maybe make it as warning to let users know that they might mistyped property name or just remove it
3352,on which for which remove the for at the end of the sentence the should be after the
3353,please add the annotation it less important than for bugs but it good habit
3354,think it would be nice to add sentence about thre reporton option in the description below
3355,is the scriptassertdef class tested somewhere if so it would be nice to also test the reporton option
3356,you see you also start to see typos everywhere
3357,just pushed version addressing all your comments
3358,updated to use payload and fixed all your comments
3359,wondering whether it shouldn be on constraintlocation instead the latter has all the info ops related to value retrieval and the configuration of specific element field parameter etc metaconstraint refers to this and has the higher level constraint info
3360,how is it different from constraintlocation gettypeforvalidatorresolution having all these types with slightly different semantics makes me bit concerned
3361,nope constraintlocation is the object defining location it can be shared by several different constraints some of them requiring unwrapping some of them not
3362,note that in the metaconstraint the extractor is only set if there is some extraction going on think it will be more clear with the next commit coming
3363,the typeofvalidatedelement is the type of the validation object it might not be the type used for validator resolution as it might be the wrapped type note that it exactly the same behavior as before the code has been moved but is exactly identical to the existing logic
3364,ah ok so that already planning for allowing different validation applies to settings for the constraint of one element makes sense
3365,no need for these if you ask me
3366,getvalueextractormanager
3367,the var name should be adjusted too
3368,just seeing it can go away
3369,isunwrapbydefault sticking to your change above
3370,nice
3371,where has it been before
3372,we should rename getcascadedvalueextractor into getvalueextractor as it not used for cascading only anymore
3373,like that we get rid of things like this
3374,should be renamed then too
3375,why are these gone
3376,this seems unused now
3377,no it can remember trying to remove it but animal sniffer complains as javafx is not part of the java signatures added comment explaining that
3378,done
3379,done
3380,done
3381,good catch removed
3382,done
3383,unwrapvalidatedvalue is gone and everything is managed in the constraint definitions
3384,removed
3385,done
3386,why not just getvalueextractor it used for type parameter constraints and cascaded validation
3387,nice you could do it
3388,why is that actually as optional has type parameter constraints applying to the wrapped value should be given on the type argument hence no need for default unwrapping for element level constraints same for the non legacy extractor
3389,ok but shouldn we have test for specifying the option via the api on the constraint level or are there other tests for that
3390,removed
3391,renamed
3392,added some new tests to test the programmatic configuration with payload
3393,jenkins retest this please
3394,jenkins retest this please
3395,jenkins retest this please
3396,also added the constraint in the ref guide
3397,jenkins retest this please
3398,can you add
3399,maybe add french too in german it would be ung fcltige hrung erlaubte werte value
3400,also if you like ukrainian translation would be value
3401,bekhta thanks but it looks like you also escaped the value variable which shouldn be could you post message with the variable unescaped
3402,done value
3403,done also added commit to add it to poland specific annotations
3404,added thanks waiting for yoann blessing on the french translation and it should be good
3405,rebased and applied thanks
3406,may misremember but didn we want to add this optional dependency to the descriptor to begin with then user would only have to drop in the modules and add the api module in jboss deployment structure xml but not fiddle with any existing module xml
3407,isn it what it does this optional dependency is included in our patch file
3408,ah of course not sure why but somehow thought that be the setup code within the integration test module
3409,
3410,so ve finally made few more changes now it should catch more invalid cases can see other way than having two methods one for email another for urls to validate domain part as for the email ipv should be in and for url it shouldn also for ipv for email it should be like ipv some ip goes here and for url ipv is just in another question is about dotless domains even though they are prohibited see here en for example emails with such domains are considered valid see here address if we disallow such domains in that case url validation for files fails from one of the cases present in tests for file users foobar tmp the host part is users and it is dotless should we leave it as is or should we do something about it wdyt also added simple valid invalid ipv case as these were missing for the urls
3411,bekhta where are we with this one does it require any further changes
3412,hi ve replied to comments and as understand he ll make his final review don have any more changes to add from my side
3413,bekhta merged thanks
3414,don think these ones are an issue we should support exotic protocols note that the purpose of the regexps presented in regex is to create url shortener not to follow the standard so all the examples presented shouldn be considered valid
3415,all the ones above are indeed an issue if we decide to fix this we might do it by using the domain validation we apply in emailvalidator to the domain part think it should fix most of the issues
3416,the four above with dashes might be considered an issue too
3417,the ones with malformed ip addresses might also be considered an issue even if don think it that important to be thorough on ip addresses based urls
3418,surprised the idn urls pass with java net uri used to think that they were not supported had to use galimatias to parse uris with idn did it change recently
3419,the ones with valid ip addresses should be considered valid
3420,why is it the expectation that these are invalid is it some illegal ip range or something be fine if we just rejected those with wrong number of octets but don apply any further validation on the actual ranges if that the issue
3421,the link from which the urls were extracted was used to have an url validator for link shortener thus they have very special requirements that why we should be careful with the examples given
3422,here some explanation from the author of that regexp have added simple network ranges validation the rules used are valid range network adresses above and including are reserved addresses first and last ip address of each class is excluded since they are used as network broadcast addresses since don think this is worth implementing completely in regular expression following pass should exclude the intranet address space the loopback and the automatic configuration address space while the local multicast and and the reserved address spaces special ipv local id iana reserved mcast net special ipv future use iana reserved should already be excluded by the above regular expression ve extracted the validation used in emailvalidator as suggested in few comments above and left commented out those cases that still do not pass
3423,would keep this in the emailvalidator as it in no way related to the domain validation
3424,right thought that regexps for local part and domain had same subparts so moved both out but after closer look they don ll move the local part back also found out that for the email domain ip addresses are in brackets for example jsmith or jsmith ipv db so the same regexp wouldn work for domain and email ll see what can do about it and let you know when have something
3425,so the ip domain is now covered by domain
3426,bit concerned about this change to validate the domain name with the regexp think we should convert to punycode first at least that what see everywhere or you did change the regexp to also accept the range of characters from idn all in all think the commit would merit longer commit message so that we can understand what you re doing
3427,afaics you changed the regexp to make these cases invalid
3428,in the regexp it looks like you put around the ipv ip address but here you just put the address without any wrapper did miss something
3429,well as the regexp for the domain is built from chars and digits ipv is picked up with it as well so thought that as additional are not needed for ipv then we can skip the part ip domain
3430,yes this part might be bit confusing as you ve guessed ve changed the regexp to allow other chars as well not only ascii and moved the regexp check before idn toascii the only reason for this change was to be able to catch invalid cases that you commented on next de so as understand these two dashes makes this url invalid but if we do idn toascii first and there were non ascii symbols it might generate for example xn which would be caught with the regexp as invalid in case we update regexp to catch even though it not
3431,yes it this change domain label domain chars without dash domain chars without dash
3432,right it an invalid case so there assertfalse on this line there valid case at line asserttrue validator isvalid http db null
3433,ah right sorry
3434,ll remove this comment in the final version committed as it useless private method and method name and parameter very explicit
3435,will include that in the previous comment
3436,note that when we reformat and are not separated by new line at least in eclipse ll fix that
3437,in such moments sometimes think maybe should use eclipse at least for hv to not have these formatting differences but then understand that to used to intellij need to find and update this to match
3438,hi sorry to hear that hope you feel better now as for the tests ve run it with maven option and they passed now so maybe it was some problem with the local libs don know but it works now so this issue is resolved at least for now ll look into that maven plugin and let you know when have something
3439,also one more thing was thinking about this metadata provider and it is very similar to the annotation based one with similar logic but different types but as you were saying about the index that we can only use it up to certain part and then move to reflection the same apply here that without some major changes it seems not possible to group the same logic of both providers annotation and index based ones in one place
3440,and then there also this thought that had related to hv in general not related to jandex about unwrapping validated values with unwrapvalidatedvalue annotation was thinking that with type argument annotations this unwrapvalidatedvalue seems to become redundant and having less things to support and check for might make the code run bit faster you probably already thought about this and have some decision about it otherwise it might be something to think about don know if this would be of any value to you but was feeling like share this thought with you
3441,bekhta unwrapvalidatedvalue will be removed in hv it is being replaced by another annotation called constraintsappyto which has slightly different behavior gunnar added it to the spec in the appendix related to value extraction but it has not been implement yet
3442,also one more thing was thinking about this metadata provider and it is very similar to the annotation based one with similar logic but different types but as you were saying about the index that we can only use it up to certain part and then move to reflection the same apply here that without some major changes it seems not possible to group the same logic of both providers annotation and index based ones in one place yes my current opinion is that we should try to get jandex to work and see how it behaves if we see it has some value we will think about how we have to change hv to better fit this addition not relying to much on the reflection api in our internals is one of it think
3443,looks good thanks feel free to merge yourself once you ve added the adjustments to the iteration style
3444,merged thanks
3445,and there is missing fixed it and merged thanks good catch
3446,that merged right closing it thanks
3447,thanks for taking the time to report this and propose fix proposed slightly different update to point to the html single documentation which is now our canonical reference trying to improve seo here closing this one
3448,note that the build is going to be broken until we merge the java time pr
3449,why are you doing it for list type
3450,yes it currently commented out
3451,mmmh ok weird that asciidoc still processes the commented out part then
3452,that weird checked and it wasn part of the rendered doc gmt guillaume smet mmmh ok weird that asciidoc still processes the commented out part then you are receiving this because you modified the open close state reply to this email directly view it on github or mute the thread
3453,thx
3454,it always amazes me how do you find all those typos and how you are cleaning the javadocs
3455,jenkins retest this please
3456,rebased and merged thanks
3457,couldn we even get rid of this altogether and use the new elmanager
3458,is it right to return null here
3459,probably we should wrap it into validationexception not sure if it ever can occur
3460,or if we want to avoid elmanager due to the classloading issues we discussed while ago why is it that we need custom elcontext
3461,afaics it not something that should occur and all the other resolvers throw propertynotwritableexception so we better be consistent
3462,yes in fact it was already returning null before simplication as base was null when it was called
3463,there are reasons why kept our specific context first we provide way to inject specific expressionfactory and believe it or not the one we passed to standardelcontext is not used except to initialize the streamelresolver see the constructor of standardelcontext see elcontext converttotype to see how it defaults to the static one if it is not found in the context so if we want to be sure it used we need to put it in the context the second reason is that with standardelcontext we instantiate new resolvers for each interpolation while they are stateless and can be shared note that to keep the list of resolvers static didn add the streamelresolver which didn look as much value to me and wasn present before however added the staticfieldelresolver
3464,so if we want to be sure it used we need to put it in the context yes but couldn it be done like this elcontext ctx new standardelcontext factory ctx putcontext expressionfactory clss factory we instantiate new resolvers for each interpolation mh that sounds bad where is it happening
3465,as discussed on hipchat we instantiate new context for each message interpolation which is the way it should be done in our implementation we use static compositeelresolver which is shared while standardelcontext instantiate new resolvers
3466,can one of the admins add this person to the trusted builders reply with add to whitelist or ok to test
3467,ok to test
3468,also have pull request for the branch eagerly waiting in the line smile
3469,hi quick question did you analyze the change you made or did you just change newhashset to newlinkedhashset everywhere same for asset linkedhashset consumes slightly more memory so we should evaluate this change for each use case do it only when we want to maintain the order that being said we are heading towards adding more order to constraints evaluation see so it would make sense to keep the order of constraintviolation even if the annotation order was not guaranteed thanks for your feedback
3470,hi thanks lot for your feedback at first tried to just change newhashset which do effect the ordering but wasn sure if wasn missing some am not familiar with the source did some testing and found out did miss some so just went ahead and changed everything thought the impact is so minimal it maybe doesn matter and maybe we can just completly switch to linkedhashset like make it policy use linkedhashset everywere never use hashset so we are sure order is kept everywhere as in my initial comment think thougt about to also change the remaining hashset in the tests to linkedhashset as well to make this consistent policy if you don agree just switching to linkedhashset maybe you want to take half an hour and go through my changes and comment which lines you think is ok to stay hashset could have look at this after the weekend as well also do you have any memory benchmarks on switching to linkedhashset what the real life impact is it that bad
3471,asked around bit it bytes more per entry we can do the math now that kb difference per constraint entries
3472,hi thanks lot for your efforts keeping an order of the constraints is one of the issues being discussed for bv see the bval proposal for the discussions that happened so far think we should first converge on this at the spec level before putting an implementation in place my concern is that people would rely on the behavior of such ad hoc implementation resulting in portability issues not the least when moving to the bv solution proper that being said not fully sure whether the conclusions in the so answer you linked are correct there lot of implicitness in there it be great to have confirmation from the jdk team that there indeed is reliable order apart from the one for repeatable annotations which most of the so discussion relates to and that they are committing to retain that
3473,hi after some more consideration going to not merge this change for now think we should first look into solution on the spec level your contribution to this would be very welcome join us on the mailing list dev and get discussion started getting an authoritative answer from the jdk team whether there is guaranteed order of retrieved annotations would be great thing thanks for your effort around this topic also if we are not going for the suggested change right now think we ll come to good solution in the bv time frame
3474,will try to get in touch with the jdk team after the holidays is there an eta for bv will it be finished in thank you
3475,will try to get in touch with the jdk team after the holidays cool quite curious about the outcome is there an eta for bv will it be finished in yes we are aiming for release in the first preview will be out very early in the year and bv final is also planned to be part of java ee scheduled for too
3476,pushed new version with fixes and more comments
3477,on the sharing of locations it seems not to happen across metadata providers right not big problem still wondering though whether we only should switch to accessible members when creating the aggregated model then we could do it exactly once not sure though whether it worth the effort maybe something for later also to reduce conflicts with my concurrent work yes that might be something we want to do in the future but it orthogonal to this patch
3478,maybe only add comment on where it from
3479,pushed new version only use groovy snapshot for jdk upgrade patch gen maven plugin to alpha that alexey released think it ready to go now ll work on the backports once this is in
3480,looks reat now merged thanks
3481,could you add comment saying which is needed for what so we can track it more easily and check whether we can remove any after component or plug in update
3482,same here
3483,is it an optimization to avoid creating stream instance
3484,do we even need that any longer
3485,shouldn it be typeargumentconstraintlocation
3486,no it the one which will be wrapped later it strictly equivalent to the existing code
3487,yes it the common case so thought we might as well be as efficient as possible
3488,yeah right removed
3489,wow that whole lot they are all required by wildfly
3490,took them from the wf patch referenced by tomaz think it better to be in line with their expectations didn play hide and seek for this one
3491,hi bekhta the entire area of type level constraints is in flux for bv and semantics may change so suggest to not put effort into this right now the annotation will not be needed for list in bv anymore what concerns casting to internal types we should avoid it as it will render the ap un usable in eclipse if not done carefully we have to check the environment and do the right hack for each we do it in mapstruct side of project of mine here but also there it measure of last resort only if you spot any shortcomings or bugs in the compiler api it be better to report them to openjdk if there is no bug for it yet
3492,hey bekhta think we should close this one for now as type constraints are just too much in flux right now and it be sort of moving target to keep track of it with the ap let revisit once the dust has settled in that area thanks for your efforts nevertheless
3493,can one of the admins add this person to the trusted builders reply with add to whitelist or ok to test
3494,hi out of curiosity which test was giving you that error are you planning add the actual jacoco config too think it make sense to do this together as otherwise the change in constraintdescriptorimpl isn really needed could you also sign the jboss contributor license agreement it small web app living at we ll need that in order to merge your changes thanks
3495,hi any news on this we ll be interested in integrating jacoco configuration if you re willing to contribute it as mentioned by gunnar we ll need signed cla to integrate your patches thanks
3496,sorry been on vacation will knock it out tomorrow on dec am guillaume smet wrote hi any news on this we ll be interested in integrating jacoco configuration if you re willing to contribute it as mentioned by gunnar we ll need signed cla to integrate your patches thanks you are receiving this because you were mentioned reply to this email directly view it on github or mute the thread
3497,ok cool
3498,hey happy new year do you still plan to follow up on this one
3499,whoops slipped my mind over the holidays do have minimum example ready it appears it needs to be class level annotation to trigger the behavior will post it asap appears had bug in my example it might be bit longer
3500,update on test creation still trying to figure out under what exact conditions jacocoinit is added to class
3501,hi still struggling with your test case
3502,am getting closer things need to be just so for jacoco to add jacocoinit to class
3503,hey any further progress with this one
3504,finally have working test since the error depends on classloading and initialization order of static fields reproduction is extremely challenging for example if the constraint existed in package that contained the word hibernate the error would not occur thus the package of the test is the issue id the test will only run if the jacoco agent is among the inputarguments of the runtime java package hv import static java lang annotation elementtype import static java lang annotation retentionpolicy import java lang annotation documented import java lang annotation retention import java lang annotation retentionpolicy import java lang annotation target import java lang management managementfactory import javax validation constraint import javax validation payload import javax validation reportassingleviolation import javax validation validation import javax validation validator import javax validation validatorfactory import javax validation constraints pattern import javax validation constraintvalidation supportedvalidationtarget import javax validation constraintvalidation validationtarget import org hibernate validator parameternameprovider reflectionparameternameprovider import org junit before import org junit rule import org junit test import org junit rules expectedexception this test will fail with jacoco agent in eclipse javadoc public class hv test public expectedexception thrown expectedexception none static final validatorfactory validator factory validation bydefaultprovider configure parameternameprovider new reflectionparameternameprovider buildvalidatorfactory static final validator validator validator factory getvalidator public void beforemethod org junit assume assumetrue startedwithjacoco will return true if there is javaagent with the string jacoco in the startup arguments true if successful boolean startedwithjacoco for string inputargument managementfactory getruntimemxbean getinputarguments if inputargument startswith javaagent inputargument contains jacoco return true return false public void jacocofail this thrown expect javax validation validationexception class this thrown expectmessage hv the specified annotation defines no parameter jacocoinit try validator validate new hv test bar catch runtimeexception re throw re public static class bar hv test hv constraint private final string field public bar string field super this field field hv constraint constraint tests did work when in org hibernate package structure regexp hv constraint regex method field annotation type constructor parameter type use retentionpolicy runtime validatedby validationtarget annotated element public hv constraint the bar regular expression static string regex the bar regular expression pattern this is required to cause issues with jacococ static java util regex pattern regex pattern java util regex pattern compile regex message the string string message default bar field must be digits was validatedvalue groups the class class groups default payload the class extends payload class extends payload payload default defines several hv constraint annotations on the same element hv constraint method field annotation type constructor parameter type use runtime list value the breaksjacoco hv constraint value
3505,fyi signed the cla
3506,closing for now we ll follow up on this with
3507,the commented out import looks weird
3508,bekhta added one more commit and merged also backported it to
3509,great also please look at jandex pr when you have time for it and in meantime if there something else for me to look into just let me know thanks
3510,rebased and applied to master and
3511,applied to master and
3512,applied to master and
3513,it not clear why javax annotation is only needed on but not master my guess is that it brought by the newer karaf version on master
3514,can we close this one it has been merged to
3515,merged
3516,jenkins retest this please
3517,rebased and applied thanks
3518,jenkins retest this please
3519,replaced service provider with clean room implementation and merged thanks
3520,force pushed an update addressing your comments
3521,regarding backporting think hv and hv would be worth
3522,prefer iscollection or iscollectiontype element collection reminds too much of the construct with the same name in jpa here refer to any collection kind type by collection including maps not java util collection
3523,getcollectionelementtype
3524,maybe typewithlist when looking at the usage above first thought the type itself would be list type
3525,ok if we need to do all that how about avoiding the conversion to list then alltogether and have explicite iterator types private static class booleanarrayiterator implements iterator private boolean values private int current public booleanarrayiterator boolean values this values values public boolean hasnext return current values length public boolean next boolean result values current current return result
3526,we prefer to use over the reasoning is layed out in the contributor guide
3527,do you think and add much value here all for great documentation but think not stating the obvious also is virtue as it reduces the time to read hence often only put method comment and omit the others only add them if there is something specific to say about them that what put here whether the given type represents collection of elements or not whether it an iterable map or array type know it nit picking but thought bring it up so we may converge ve also changed my style over time so you may see examples wrote using the style critizing here
3528,wow very thorough testing overall
3529,you could use collectionhelper asset instead
3530,weird that what usually do think copy pasted it from somewhere else will fix
3531,used to agree with you what made me change my mind is that it generates javadoc warnings and would like to have zero of them in the future as we might miss something important don have any issue to conform to the opposite if you think it better
3532,yeah it took some time but considering we already missed bugs and regression in this area thought it was in order
3533,prefer more useful docs over making tool happy don know whether it possible but maybe one could have different rules policies for api spi where can get behind warnings policy and internal parts where that seems over the top
3534,can one of the admins add this person to the trusted builders reply with add to whitelist or ok to test
3535,ok to test
3536,nice catch thanks
3537,note that this requires api pull allowing to be used on type parameters
3538,wondering if should extract the unrelated fixes into proper jiras and get them committed it would keep the patch smaller wdyt yes that would be nice the first few commits in actual order within my branch the shown order in the pr differs bit are un related
3539,it should be rebased now that extracted the unrelated commits also fixed the typos in the test method names and it might have created conflict here too
3540,jenkins retest this please
3541,merged thanks
3542,that just quick hack here as said it have to be more generic
3543,currently it not needed but wondering whether we should require on the actual type itself class legacymapvalueextractor implements valueextractor it seems nice for consistency purposes and makes this extractor purpose more apparent
3544,that thing is nightmare ish it works for the general case now but eventually the logic would have to be refined specifically it works due to the order of registration of built in extractors more specific ones before more general ones it didn seem needed to implement it for now
3545,that test is interesting as basis for tinkering around with it
3546,wondering if listitem and iterableitem or listelement and iterableelement would be more descriptive it just detail but was surprised to see an index for listvalue and then understood it was only an item not the list
3547,nothing related to your code but we have typo here paramer parameter
3548,superfluous new line
3549,maybe make it unmodifiable
3550,just to be sure the order of the extractors is not important it should be made unmodifiable
3551,yes listitem would be better that said the entire contract needs to change anyways it needs to be more generic that one of the next things to look into but essentially we don know the nature of the association navigated into so we cannot work with fixed set of pre defined methods one idea is to the creation of node instances to that contract but we ll have to see
3552,
3553,it currently is important but eventually it shouldn be in the end think we need to keep the most specific extractor per type parameter if we have an extractor for iterable
3554,ok additional comment but probably useless if it goes away as you inversed the order of key and value in mapvalue think you should do the same for listvalue and have the index as second parameter it would be more consistent
3555,that what thought and with this new implementation with an hashmap you lose the order
3556,it currently works because we only will take the first extractor found per type parameter see the containskey call above what first per type parameter is determined by the insertion order in the constructor it all just fugly work around for the time being
3557,what the legacyness in this call not following
3558,and how will the legacy be used over the non legacy extractor
3559,designed it by requiring the annotation as well but don think have hard arguments for or against it
3560,what is this one doing
3561,how can you dare challenge and not set the right size from the get to
3562,so this model does not support the integerandlist kind of model correct or is value the one we would use
3563,think would have preferred something like addressbytype key too short value at least for strings and any type that we don know and will be tostring ed we make exceptions for numbers booleans dates
3564,twice the same stuff
3565,hum think got it
3566,just minor style issue shouldn we call it tmpcascadedvalueextractors to be consistent with the others or is it naming we don want to keep
3567,used for to used to
3568,missing new line
3569,btw don think initializing it with null is such good idea considering valueextractors constructor will throw npe
3570,any reason why you indented with tabs
3571,afaics it not case that can happen but think would prefer it to be initialized to an empty map in the other case
3572,found found for
3573,maybe remove the orconstrained here too
3574,same here
3575,it used when cascading into non collection association address address
3576,no just an oversight
3577,yes that just left over
3578,care to explain the second part of the condition thanks
3579,ok
3580,it has become obsolete with my latest commit going to push it asap it was needed to prevent repeated validation of an object which was part of the graph the validated bean and contained within an array visited during cascaded validation
3581,it only needed within this if block
3582,ok
3583,ok
3584,ok
3585,you can remove the jfx unwrapper class constant at the top of the class
3586,you know it dangerous to let parenthesis open
3587,same here
3588,sorry for the nitpicking but it the only thing you let me looks like you got the new line wrong in the javadoc comment
3589,if we plan to remove it someday think the best is to remove it now but if it does not cost us think we should probably keep it or throw an error if we consider it not valid pattern anymore
3590,multipletypeparameterexception multipletypeparameter exception
3591,this is bugfix isn it it doesn look related to the patch
3592,yes in that case you invoke indexedvalue for each list element and value for the single int property
3593,the legacy one will be used for set orders and the new one will be used for set orders the difference being that the former would validate any property constraints on custom set implementation whereas the latter would only validate the actual iterable elements selection is happening via the type parameter to which extractors are bound the non legacy one is bound to of iterable the legacy one is bound to an internal pseudo type parameter annotated element depending on where is spotted one or the other will be used
3594,
3595,ok ve added this to the follow up issue hv
3596,thanks done
3597,ha but you didn notice the typeo in instantation
3598,was talking about the allbindings map don feel comfortable having it set to null in some cases while we are using it below without null check for the time being don think we can be in the case where it is null and we need it in the for loop but better be safe and not have this pattern
3599,yes it bug fix it was uncovered in the course of implementing the new mechanism wouldn bother backporting unless user reports it
3600,you re missing an end include
3601,ok
3602,ok
3603,added it back
3604,yes fix it when it actually can happen expecting this code to be changed quite fair bit anyways
3605,can one of the admins add this person to the trusted builders reply with add to whitelist or ok to test
3606,jenkins add to whitelist
3607,ok perfect will squash and merge thanks
3608,one last thing could you sign the cla for the hibernate validator project at it one time thing for all your contributions to the project thanks
3609,can you ping me when it done and give me your username thanks
3610,signed and verified with the username bayerls some hours ago currently the status is still awaiting approval by project lead glad could help
3611,thanks the cla is approved an ve merged your change into master and
3612,also added one more commit for some related clean up
3613,looks very good thanks minor comment could you remove the this occurrences in front of dynamicpayload in the existing code of this method and amend your commit we should be consistent and see no reason to keep this additional bonus point for being in line with our checkstyle rules
3614,pushed new commit to remove the module files as they are not useful anymore
3615,well they are not useful anymore because we use the ones from the wildfly distribution and we update them so we don have to maintain our own
3616,where is this update happening it does for the tck runner but eventually we should be using the patch file there too
3617,think just the major should be fine and that one would implicitly target the latest minor of that major
3618,are you sure it does afaics the setupmodules groovy script from the tck runner also updates the files in place
3619,just had another look you are right that there is script now that updates the existing descriptors in place in modules target wildfly patched when creating the patch file so the copies are not needed any more for the tck runner we have script essentially the same one as above which updates the descriptors of the wf unzipped for testing instead it should use the patch created as described above and apply it in the same way the integration tests are doing it should have done it right when moving to the patching mechanism but then had forgotten about it
3620,created to track the use of the module file
3621,pushed an update addressing both hv and hv
3622,merged thanks added one more commit for removing the now obsolete groovy patching script from the tck runner module
3623,cool also make the wf version more flexible
3624,yup good catch what do you think we should use for the version final not sure how we can consider the module files as stable we will probably have to provide several patches for each version of wf we want to allow the upgrade for typically when will just be out we will probably want to support both and wdyt
3625,merged and backported
3626,rebased and merged thanks
3627,force pushed an update fixing the javax el commit it the only one that has this issue
3628,pushed all remaining commits thanks lot
3629,very nice to see this bekhta could you maybe describe bit the current status what working what is not any larger road blocks you see
3630,hi well so here how see this create jandexmetadataprovider some code is already present which will receive jandex index and go through classes interfaces and look for constraints to create beanconfiguration there will be set of builders similar to what is present for xmlmetadataprovider currently ve started to work on constrainedfieldjandexbuilder it seems to me that these builders will have few methods in common so most likely there will be one abstract and few implementations for type field method constructor with having way to create beanconfiguration from step create map with all configurations so right now looking into how to create constraintelement from jandex index there are few things left that thinking about at this point they are marked as todos in the code here they are is there way to find out if an annotation is constraint or not based on annotationinstance jandex class how to convert annotationinstance to annotation which is used to init constraintdescriptorimpl for this one think ll try to do something similar to what is present in metaconstraintbuilder buildmetaconstraint with annotationdescriptor and annotationfactory create also ve created very simple constrainedfieldjandexbuildertest that creates jandex index form bean to help write debug all this jandex related code so basically there not much done for now and just wanted to have place to discuss these kind of things so that don write lot of code that will be wrong also one more question is it ok to use java here or should we stay with and ignore streams and lambdas
3631,bekhta just quick answer on the java side we won backport this so feel free to use streams and lambdas and whatever fancy java features you want
3632,is there way to find out if an annotation is constraint or not based on annotationinstance jandex class you have to mimic what done by constrainthelper isconstraintannotation in the first iteration it should be enough to check for presence of the constraint meta annotation ve just asked dev december html on wildfly dev how to obtain meta annotations as it isn clear from the api to me how to convert annotationinstance to annotation we have to create an annotation proxy ourselve as we do it for xml based configuration too see org hibernate validator internal xml metaconstraintbuilder buildmetaconstraint it not clear to me yet how to get the actual annotation type but the answer may be provided with my question above on wildfly dev
3633,bekhta think you are on the right track overall let see what comes out of my question on wildfly dev
3634,thanks for the info ve just pushed new commit and there annotation creation in constrainedfieldjandexbuilder instancetoannotation method
3635,hi looking at the next line if annotationprocessingoptions areparameterconstraintsignoredfor executable metadata add and wondering if it should be with or not it in annotationmetadataprovider nevermind
3636,hi and here an update on this task ve finished with the builders for constraints and with the jandex provider in general there are some things left to be done like get the index from somewhere and few things from todos ll list them below how the index should be received by provider change class search as mentioned jandexhelper getclassforname ve made jandexhelper and it methods nonstatic so the inside logic of getclassforname can be changed without changes to the method itself plan to look into this change next there seems to be problem with jandex index and parameter annotations please see test constrainedfieldjandexbuildertest validannotationismissing it looks that jandex is ignoring the annotation on parameter as result right now jandex metadata provider is throwing an for cases when there type argument constraint for method parameter there are couple of methods like isindexable ismap isiterable which are reusing reflectionhelper methods and cannot see way to mimic the logic using jandex classes haven found any possibility to determine if annotation is constraint or not based on jandex classes and can see that for now there no answer on wildfly dev about it in groupsequencejandexhelper there are two methods copied from annotationmetadataprovider to obtain groupsequenceprovider based on what is done in them not sure if it ll be possible to do the same with jandex classes don see way to filter out synthetic methods methods and constructors are returned in one collection and they don have any differences at least didn find any obvious one constructor names are in such form so ve added logic to check if method name match this form then it constructor and we should look for constructor rather that for method in such case when looking for class member reflection class maybe parameternameprovider can be improved to consume not only method constructor but as executable executable is already available at the point when parameternameprovider is used not sure if such change would be of any use that seems to summarize it all
3637,hey bekhta we still need to follow up in more depth but one quick answer to the last one maybe parameternameprovider can be improved to consume not only method constructor we cannot really change that one as it part of the bv api but check out executableparameternameprovider it does what you want
3638,hi thanks for the answer ve used the executableparameternameprovider in the code already for example you can see at this line validator pull files diff bc febc it was just thought to maybe save some execution time but as at that point executable is already available it probably will not do any change
3639,bekhta fyi taking look at it ll probably push some fixes
3640,great thanks for the update
3641,bekhta there seems to be problem with jandex index and parameter annotations please see test constrainedfieldjandexbuildertest validannotationismissing it looks that jandex is ignoring the annotation on parameter as result right now jandex metadata provider is throwing an for cases when there type argument constraint for method parameter afaics the test is working did miss something
